id,clinic_id,profile_id,created_at,updated_at
,30,490,,
,30,491,,
,32,492,,
,32,493,,
,32,494,,
,32,495,,
,32,496,,
,32,497,,
,32,498,,
,32,499,,
,32,500,,
,32,501,,
,32,502,,
,32,503,,
,32,504,,
,32,505,,
,32,506,,
,32,507,,
,32,508,,
,32,509,,
,32,510,,
,32,511,,
,32,512,,
,32,513,,
,32,514,,
,32,515,,
,33,516,,
,33,517,,
,33,518,,
,33,519,,
,33,520,,
,33,521,,
,33,522,,
,33,523,,
,33,524,,
,33,525,,
,104,526,,
,104,527,,
,104,528,,
,104,529,,
,104,530,,
,104,531,,
,104,532,,
,104,533,,
,104,534,,
,104,535,,
,104,536,,
,104,537,,
,104,538,,
,104,539,,
,104,540,,
,104,541,,
,104,542,,
,34,543,,
,34,544,,
,34,545,,
,34,546,,
,34,547,,
,34,548,,
,34,549,,
,34,550,,
,34,551,,
,34,552,,
,34,553,,
,34,554,,
,34,555,,
,34,556,,
,34,557,,
,34,558,,
,88,559,,
,88,560,,
,88,561,,
,88,562,,
,88,563,,
,88,564,,
,88,565,,
,88,566,,
,88,567,,
,88,568,,
,88,569,,
,88,570,,
,88,571,,
,88,572,,
,88,573,,
,35,576,,
,35,577,,
,35,578,,
,35,579,,
,35,580,,
,35,581,,
,35,582,,
,35,583,,
,35,584,,
,35,585,,
,35,586,,
,35,587,,
,35,588,,
,35,589,,
,35,590,,
,35,591,,
,35,592,,
,35,593,,
,35,594,,
,35,595,,
,35,596,,
,36,642,,
,36,643,,
,36,644,,
,36,645,,
,36,646,,
,36,647,,
,36,648,,
,36,649,,
,36,650,,
,36,651,,
,107,652,,
,107,653,,
,107,654,,
,107,655,,
,107,656,,
,107,657,,
,107,658,,
,107,659,,
,107,660,,
,107,661,,
,107,662,,
,107,663,,
,107,664,,
,107,665,,
,107,666,,
,107,667,,
,107,668,,
,107,669,,
,107,670,,
,37,671,,
,37,672,,
,37,673,,
,37,674,,
,37,675,,
,37,676,,
,37,677,,
,37,678,,
,37,679,,
,37,680,,
,37,681,,
,37,682,,
,37,683,,
,37,684,,
,37,685,,
,37,686,,
,37,687,,
,37,688,,
,38,689,,
,38,690,,
,38,691,,
,38,692,,
,38,693,,
,38,694,,
,38,695,,
,38,696,,
,38,697,,
,38,698,,
,38,699,,
,38,700,,
,38,701,,
,38,702,,
,38,703,,
,38,704,,
,39,705,,
,39,706,,
,39,707,,
,39,708,,
,39,709,,
,39,710,,
,39,711,,
,39,712,,
,39,713,,
,39,714,,
,39,715,,
,39,716,,
,39,717,,
,39,718,,
,39,719,,
,39,720,,
,39,721,,
,39,722,,
,39,723,,
,87,738,,
,87,739,,
,87,740,,
,87,741,,
,87,742,,
,87,743,,
,87,744,,
,87,745,,
,87,746,,
,87,747,,
,87,748,,
,41,749,,
,41,750,,
,41,751,,
,41,752,,
,41,753,,
,41,754,,
,41,755,,
,41,756,,
,41,757,,
,41,758,,
,42,759,,
,42,760,,
,42,761,,
,42,762,,
,42,763,,
,42,764,,
,42,765,,
,42,766,,
,42,767,,
,42,768,,
,42,769,,
,42,770,,
,42,771,,
,43,772,,
,43,773,,
,43,774,,
,43,775,,
,43,776,,
,43,777,,
,43,778,,
,43,779,,
,43,780,,
,43,781,,
,43,782,,
,43,783,,
,44,817,,
,44,818,,
,44,819,,
,44,820,,
,44,821,,
,44,822,,
,44,823,,
,44,824,,
,44,825,,
,44,826,,
,44,827,,
,44,828,,
,44,829,,
,44,830,,
,44,831,,
,44,832,,
,44,833,,
,44,834,,
,44,835,,
,44,836,,
,44,837,,
,45,838,,
,45,839,,
,45,840,,
,45,841,,
,45,842,,
,45,843,,
,45,844,,
,45,845,,
,45,846,,
,45,847,,
,45,848,,
,45,849,,
,45,850,,
,45,851,,
,45,852,,
,45,853,,
,45,854,,
,45,855,,
,45,856,,
,45,857,,
,45,858,,
,45,859,,
,45,860,,
,45,861,,
,46,862,,
,46,863,,
,46,864,,
,46,865,,
,46,866,,
,46,867,,
,46,868,,
,46,869,,
,46,870,,
,46,871,,
,46,872,,
,46,873,,
,47,874,,
,47,875,,
,47,876,,
,47,877,,
,47,878,,
,47,879,,
,47,880,,
,47,881,,
,47,882,,
,47,883,,
,47,884,,
,47,885,,
,47,886,,
,114,887,,
,114,888,,
,114,889,,
,114,890,,
,114,891,,
,114,892,,
,114,893,,
,114,894,,
,114,895,,
,114,896,,
,114,897,,
,114,898,,
,114,899,,
,114,900,,
,114,901,,
,114,902,,
,114,903,,
,114,904,,
,114,905,,
,114,906,,
,114,907,,
,114,908,,
,48,909,,
,48,910,,
,48,911,,
,48,912,,
,48,913,,
,48,914,,
,48,915,,
,48,916,,
,48,917,,
,48,918,,
,48,919,,
,49,950,,
,49,951,,
,49,952,,
,49,953,,
,49,954,,
,49,955,,
,49,956,,
,49,957,,
,49,958,,
,49,959,,
,49,960,,
,49,961,,
,49,962,,
,49,963,,
,49,964,,
,49,965,,
,49,966,,
,50,967,,
,50,968,,
,50,969,,
,50,970,,
,50,971,,
,50,972,,
,50,973,,
,50,974,,
,50,975,,
,50,976,,
,50,977,,
,50,978,,
,50,979,,
,51,980,,
,51,981,,
,51,982,,
,51,983,,
,51,984,,
,51,985,,
,51,986,,
,51,987,,
,51,988,,
,51,989,,
,51,990,,
,51,991,,
,57,992,,
,57,993,,
,57,994,,
,57,995,,
,57,996,,
,57,997,,
,57,998,,
,57,999,,
,57,1000,,
,57,1001,,
,57,1002,,
,57,1003,,
,57,1004,,
,52,1005,,
,52,1006,,
,52,1007,,
,52,1008,,
,52,1009,,
,52,1010,,
,52,1011,,
,52,1012,,
,52,1013,,
,52,1014,,
,52,1015,,
,52,1016,,
,52,1017,,
,52,1018,,
,52,1019,,
,52,1020,,
,54,1021,,
,54,1022,,
,54,1023,,
,54,1024,,
,54,1025,,
,54,1026,,
,54,1027,,
,54,1028,,
,54,1029,,
,54,1030,,
,54,1031,,
,54,1032,,
,54,1033,,
,54,1034,,
,54,1035,,
,54,1036,,
,54,1037,,
,54,1038,,
,54,1039,,
,54,1040,,
,55,1041,,
,55,1042,,
,55,1043,,
,55,1044,,
,55,1045,,
,55,1046,,
,55,1047,,
,55,1048,,
,55,1049,,
,55,1050,,
,55,1051,,
,55,1052,,
,55,1053,,
,55,1054,,
,56,1055,,
,56,1056,,
,56,1057,,
,56,1058,,
,56,1059,,
,56,1060,,
,56,1061,,
,56,1062,,
,56,1063,,
,58,1071,,
,58,1072,,
,58,1073,,
,58,1074,,
,58,1075,,
,58,1076,,
,58,1077,,
,58,1078,,
,58,1079,,
,58,1080,,
,58,1081,,
,58,1082,,
,59,1130,,
,59,1131,,
,59,1132,,
,59,1133,,
,59,1134,,
,59,1135,,
,59,1136,,
,59,1137,,
,59,1138,,
,59,1139,,
,59,1140,,
,59,1141,,
,59,1142,,
,61,1143,,
,61,1144,,
,61,1145,,
,61,1146,,
,61,1147,,
,61,1148,,
,61,1149,,
,61,1150,,
,61,1151,,
,61,1152,,
,61,1153,,
,61,1154,,
,61,1155,,
,61,1156,,
,61,1157,,
,61,1158,,
,61,1159,,
,61,1160,,
,61,1161,,
,61,1162,,
,61,1163,,
,61,1164,,
,61,1165,,
,61,1166,,
,61,1167,,
,61,1168,,
,61,1169,,
,61,1170,,
,60,1171,,
,60,1172,,
,60,1173,,
,60,1174,,
,60,1175,,
,60,1176,,
,60,1177,,
,60,1178,,
,60,1179,,
,60,1180,,
,60,1181,,
,60,1182,,
,60,1183,,
,60,1184,,
,150,1185,,
,150,1186,,
,150,1187,,
,150,1188,,
,150,1189,,
,150,1190,,
,150,1191,,
,150,1192,,
,150,1193,,
,150,1194,,
,150,1195,,
,150,1196,,
,150,1197,,
,150,1198,,
,62,1199,,
,62,1200,,
,62,1201,,
,62,1202,,
,62,1203,,
,62,1204,,
,62,1205,,
,62,1206,,
,62,1207,,
,62,1208,,
,62,1209,,
,62,1210,,
,63,1211,,
,63,1212,,
,63,1213,,
,63,1214,,
,63,1215,,
,63,1216,,
,63,1217,,
,63,1218,,
,63,1219,,
,63,1220,,
,63,1221,,
,63,1222,,
,63,1223,,
,63,1224,,
,65,1225,,
,66,1226,,
,66,1227,,
,66,1228,,
,66,1229,,
,66,1230,,
,66,1231,,
,66,1232,,
,66,1233,,
,66,1234,,
,66,1235,,
,66,1236,,
,66,1237,,
,66,1238,,
,66,1239,,
,66,1240,,
,66,1241,,
,66,1242,,
,66,1243,,
,66,1244,,
,66,1245,,
,66,1246,,
,67,1247,,
,67,1248,,
,67,1249,,
,67,1250,,
,67,1251,,
,67,1252,,
,67,1253,,
,67,1254,,
,67,1255,,
,67,1256,,
,67,1257,,
,67,1258,,
,67,1259,,
,67,1260,,
,67,1261,,
,67,1262,,
,67,1263,,
,67,1264,,
,67,1265,,
,67,1266,,
,67,1267,,
,67,1268,,
,67,1269,,
,67,1270,,
,69,1271,,
,69,1272,,
,69,1273,,
,69,1274,,
,69,1275,,
,69,1276,,
,69,1277,,
,69,1278,,
,69,1279,,
,69,1280,,
,69,1281,,
,69,1282,,
,69,1283,,
,69,1284,,
,69,1285,,
,69,1286,,
,69,1287,,
,69,1288,,
,69,1289,,
,69,1290,,
,70,1291,,
,70,1292,,
,70,1293,,
,70,1294,,
,70,1295,,
,70,1296,,
,70,1297,,
,70,1298,,
,70,1299,,
,70,1300,,
,70,1301,,
,70,1302,,
,70,1303,,
,70,1304,,
,70,1305,,
,70,1306,,
,70,1307,,
,70,1308,,
,70,1309,,
,70,1310,,
,70,1311,,
,70,1312,,
,70,1313,,
,72,1314,,
,72,1315,,
,72,1316,,
,72,1317,,
,72,1318,,
,72,1319,,
,72,1320,,
,72,1321,,
,72,1322,,
,72,1323,,
,72,1324,,
,72,1325,,
,72,1326,,
,72,1327,,
,72,1328,,
,71,1329,,
,71,1330,,
,71,1331,,
,71,1332,,
,71,1333,,
,71,1334,,
,71,1335,,
,71,1336,,
,71,1337,,
,71,1338,,
,71,1339,,
,71,1340,,
,73,1341,,
,73,1342,,
,73,1343,,
,73,1344,,
,73,1345,,
,73,1346,,
,73,1347,,
,73,1348,,
,73,1349,,
,73,1350,,
,73,1351,,
,73,1352,,
,73,1353,,
,73,1354,,
,73,1355,,
,74,1356,,
,74,1357,,
,74,1358,,
,74,1359,,
,74,1360,,
,74,1361,,
,74,1362,,
,74,1363,,
,74,1364,,
,74,1365,,
,74,1366,,
,74,1367,,
,74,1368,,
,74,1369,,
,74,1370,,
,74,1371,,
,74,1372,,
,74,1373,,
,74,1374,,
,74,1375,,
,84,1376,,
,84,1377,,
,84,1378,,
,84,1379,,
,84,1380,,
,84,1381,,
,84,1382,,
,84,1383,,
,84,1384,,
,84,1385,,
,84,1386,,
,84,1387,,
,84,1388,,
,84,1389,,
,84,1390,,
,84,1391,,
,84,1392,,
,84,1393,,
,84,1394,,
,84,1395,,
,84,1396,,
,84,1397,,
,84,1398,,
,84,1399,,
,84,1400,,
,84,1401,,
,84,1402,,
,76,1403,,
,76,1404,,
,76,1405,,
,76,1406,,
,76,1407,,
,76,1408,,
,76,1409,,
,76,1410,,
,76,1411,,
,76,1412,,
,76,1413,,
,76,1414,,
,76,1415,,
,76,1416,,
,76,1417,,
,76,1418,,
,76,1419,,
,75,1420,,
,75,1421,,
,75,1422,,
,75,1423,,
,75,1424,,
,75,1425,,
,75,1426,,
,75,1427,,
,75,1428,,
,75,1429,,
,75,1430,,
,77,1431,,
,77,1432,,
,77,1433,,
,77,1434,,
,77,1435,,
,77,1436,,
,77,1437,,
,77,1438,,
,77,1439,,
,77,1440,,
,77,1441,,
,78,1442,,
,78,1443,,
,78,1444,,
,78,1445,,
,78,1446,,
,78,1447,,
,78,1448,,
,78,1449,,
,78,1450,,
,78,1451,,
,78,1452,,
,78,1453,,
,78,1454,,
,78,1455,,
,78,1456,,
,78,1457,,
,78,1458,,
,78,1459,,
,78,1460,,
,78,1461,,
,78,1462,,
,78,1463,,
,78,1464,,
,79,1465,,
,79,1466,,
,79,1467,,
,79,1468,,
,79,1469,,
,79,1470,,
,79,1471,,
,79,1472,,
,79,1473,,
,79,1474,,
,79,1475,,
,79,1476,,
,79,1477,,
,80,1478,,
,80,1479,,
,80,1480,,
,80,1481,,
,80,1482,,
,80,1483,,
,80,1484,,
,80,1485,,
,80,1486,,
,80,1487,,
,80,1488,,
,80,1489,,
,80,1490,,
,80,1491,,
,80,1492,,
,80,1493,,
,80,1494,,
,80,1495,,
,80,1496,,
,81,1500,,
,81,1501,,
,81,1502,,
,81,1503,,
,81,1504,,
,81,1505,,
,81,1506,,
,81,1507,,
,81,1508,,
,81,1509,,
,81,1510,,
,83,1511,,
,83,1512,,
,83,1513,,
,83,1514,,
,83,1515,,
,83,1516,,
,83,1517,,
,83,1518,,
,83,1519,,
,83,1520,,
,83,1521,,
,83,1522,,
,83,1523,,
,83,1524,,
,83,1525,,
,83,1526,,
,83,1527,,
,83,1528,,
,83,1529,,
,83,1530,,
,82,1531,,
,82,1532,,
,82,1533,,
,82,1534,,
,82,1535,,
,82,1536,,
,82,1537,,
,82,1538,,
,82,1539,,
,82,1540,,
,82,1541,,
,82,1542,,
,82,1543,,
,82,1544,,
,82,1545,,
,82,1546,,
,82,1547,,
,86,1548,,
,86,1549,,
,86,1550,,
,86,1551,,
,86,1552,,
,86,1553,,
,86,1554,,
,86,1555,,
,86,1556,,
,86,1557,,
,86,1558,,
,86,1559,,
,86,1560,,
,89,1563,,
,89,1564,,
,89,1565,,
,89,1566,,
,89,1567,,
,89,1568,,
,89,1569,,
,89,1570,,
,89,1571,,
,89,1572,,
,89,1573,,
,89,1574,,
,89,1575,,
,89,1576,,
,89,1577,,
,89,1578,,
,89,1579,,
,89,1580,,
,89,1581,,
,89,1582,,
,90,1583,,
,90,1584,,
,90,1585,,
,90,1586,,
,90,1587,,
,90,1588,,
,90,1589,,
,90,1590,,
,90,1591,,
,90,1592,,
,90,1593,,
,90,1594,,
,90,1595,,
,91,1596,,
,91,1597,,
,91,1598,,
,91,1599,,
,91,1600,,
,91,1601,,
,91,1602,,
,91,1603,,
,91,1604,,
,91,1605,,
,91,1606,,
,91,1607,,
,91,1608,,
,91,1609,,
,91,1610,,
,91,1611,,
,91,1612,,
,91,1613,,
,91,1614,,
,91,1615,,
,91,1616,,
,91,1617,,
,92,1618,,
,92,1619,,
,92,1620,,
,92,1621,,
,92,1622,,
,92,1623,,
,92,1624,,
,92,1625,,
,92,1626,,
,93,1627,,
,93,1628,,
,93,1629,,
,93,1630,,
,93,1631,,
,93,1632,,
,93,1633,,
,93,1634,,
,93,1635,,
,93,1636,,
,93,1637,,
,93,1638,,
,21,1639,,
,21,1640,,
,21,1641,,
,21,1642,,
,21,1643,,
,21,1644,,
,21,1645,,
,21,1646,,
,21,1647,,
,21,1648,,
,21,1649,,
,21,1650,,
,21,1651,,
,21,1652,,
,21,1653,,
,94,1654,,
,94,1655,,
,94,1656,,
,94,1657,,
,94,1658,,
,94,1659,,
,94,1660,,
,94,1661,,
,94,1662,,
,94,1663,,
,94,1664,,
,94,1665,,
,94,1666,,
,94,1667,,
,94,1668,,
,94,1669,,
,94,1670,,
,94,1671,,
,94,1672,,
,94,1673,,
,94,1674,,
,94,1675,,
,94,1676,,
,95,1677,,
,95,1678,,
,95,1679,,
,95,1680,,
,95,1681,,
,95,1682,,
,95,1683,,
,95,1684,,
,95,1685,,
,95,1686,,
,95,1687,,
,95,1688,,
,95,1689,,
,95,1690,,
,96,1691,,
,96,1692,,
,96,1693,,
,96,1694,,
,96,1695,,
,96,1696,,
,96,1697,,
,96,1698,,
,96,1699,,
,111,1700,,
,111,1701,,
,111,1702,,
,111,1703,,
,111,1704,,
,111,1705,,
,111,1706,,
,111,1707,,
,111,1708,,
,111,1709,,
,111,1710,,
,111,1711,,
,111,1712,,
,109,1713,,
,109,1714,,
,109,1715,,
,109,1716,,
,109,1717,,
,109,1718,,
,109,1719,,
,109,1720,,
,109,1721,,
,109,1722,,
,109,1723,,
,109,1724,,
,109,1725,,
,118,1741,,
,118,1742,,
,118,1743,,
,118,1744,,
,118,1745,,
,118,1746,,
,118,1747,,
,118,1748,,
,118,1749,,
,118,1750,,
,118,1751,,
,118,1752,,
,118,1753,,
,118,1754,,
,118,1755,,
,118,1756,,
,119,1757,,
,119,1758,,
,119,1759,,
,119,1760,,
,119,1761,,
,119,1762,,
,119,1763,,
,119,1764,,
,119,1765,,
,121,1766,,
,121,1767,,
,121,1768,,
,121,1769,,
,121,1770,,
,121,1771,,
,121,1772,,
,121,1773,,
,121,1774,,
,121,1775,,
,121,1776,,
,121,1777,,
,121,1778,,
,121,1779,,
,121,1780,,
,121,1781,,
,121,1782,,
,121,1783,,
,121,1784,,
,121,1785,,
,120,1786,,
,120,1787,,
,120,1788,,
,120,1789,,
,120,1790,,
,120,1791,,
,120,1792,,
,120,1793,,
,120,1794,,
,120,1795,,
,120,1796,,
,120,1797,,
,120,1798,,
,120,1799,,
,120,1800,,
,120,1801,,
,120,1802,,
,139,1803,,
,139,1804,,
,139,1805,,
,139,1806,,
,139,1807,,
,139,1808,,
,139,1809,,
,139,1810,,
,139,1811,,
,139,1812,,
,139,1813,,
,139,1814,,
,139,1815,,
,139,1816,,
,139,1817,,
,139,1818,,
,139,1819,,
,139,1820,,
,139,1821,,
,139,1822,,
,139,1823,,
,139,1824,,
,139,1825,,
,139,1826,,
,139,1827,,
,139,1828,,
,139,1829,,
,139,1830,,
,139,1831,,
,139,1832,,
,139,1833,,
,139,1834,,
,139,1835,,
,139,1836,,
,139,1837,,
,139,1838,,
,139,1839,,
,139,1840,,
,139,1841,,
,139,1842,,
,139,1843,,
,140,1844,,
,140,1845,,
,140,1846,,
,140,1847,,
,140,1848,,
,140,1849,,
,140,1850,,
,140,1851,,
,140,1852,,
,140,1853,,
,140,1854,,
,140,1855,,
,140,1856,,
,140,1857,,
,140,1858,,
,124,1859,,
,124,1860,,
,124,1861,,
,124,1862,,
,124,1863,,
,124,1864,,
,124,1865,,
,124,1866,,
,124,1867,,
,124,1868,,
,124,1869,,
,124,1870,,
,124,1871,,
,124,1872,,
,124,1873,,
,125,1874,,
,125,1875,,
,125,1876,,
,125,1877,,
,125,1878,,
,125,1879,,
,125,1880,,
,125,1881,,
,125,1882,,
,125,1883,,
,125,1884,,
,125,1885,,
,125,1886,,
,125,1887,,
,125,1888,,
,125,1889,,
,125,1890,,
,125,1891,,
,126,1892,,
,126,1893,,
,126,1894,,
,126,1895,,
,126,1896,,
,126,1897,,
,126,1898,,
,126,1899,,
,126,1900,,
,126,1901,,
,126,1902,,
,126,1903,,
,126,1904,,
,126,1905,,
,126,1906,,
,126,1907,,
,126,1908,,
,126,1909,,
,112,1910,,
,112,1911,,
,112,1912,,
,112,1913,,
,112,1914,,
,112,1915,,
,112,1916,,
,112,1917,,
,112,1918,,
,112,1919,,
,112,1920,,
,112,1921,,
,112,1922,,
,112,1923,,
,112,1924,,
,112,1925,,
,112,1926,,
,112,1927,,
,112,1928,,
,113,1929,,
,113,1930,,
,113,1931,,
,113,1932,,
,113,1933,,
,113,1934,,
,113,1935,,
,113,1936,,
,113,1937,,
,113,1938,,
,113,1939,,
,113,1940,,
,113,1941,,
,113,1942,,
,113,1943,,
,113,1944,,
,113,1945,,
,127,1951,,
,127,1952,,
,127,1953,,
,127,1954,,
,127,1955,,
,127,1956,,
,127,1957,,
,127,1958,,
,127,1959,,
,127,1960,,
,127,1961,,
,127,1962,,
,127,1963,,
,127,1964,,
,127,1965,,
,128,1966,,
,128,1967,,
,128,1968,,
,128,1969,,
,128,1970,,
,128,1971,,
,128,1972,,
,128,1973,,
,128,1974,,
,128,1975,,
,128,1976,,
,128,1977,,
,129,1979,,
,129,1980,,
,129,1981,,
,129,1982,,
,129,1983,,
,129,1984,,
,129,1985,,
,129,1986,,
,129,1987,,
,129,1988,,
,129,1989,,
,129,1990,,
,129,1991,,
,130,1992,,
,130,1993,,
,130,1994,,
,130,1995,,
,130,1996,,
,130,1997,,
,130,1998,,
,130,1999,,
,130,2000,,
,130,2001,,
,130,2002,,
,130,2003,,
,130,2004,,
,130,2005,,
,130,2006,,
,130,2007,,
,130,2008,,
,130,2009,,
,103,2010,,
,103,2011,,
,103,2012,,
,103,2013,,
,103,2014,,
,103,2015,,
,103,2016,,
,103,2017,,
,103,2018,,
,103,2019,,
,103,2020,,
,103,2021,,
,103,2022,,
,103,2023,,
,131,2024,,
,131,2025,,
,131,2026,,
,131,2027,,
,131,2028,,
,131,2029,,
,131,2030,,
,131,2031,,
,131,2032,,
,131,2033,,
,131,2034,,
,131,2035,,
,131,2036,,
,131,2037,,
,131,2038,,
,131,2039,,
,131,2040,,
,131,2041,,
,131,2042,,
,131,2043,,
,131,2044,,
,131,2045,,
,131,2046,,
,131,2047,,
,131,2048,,
,131,2049,,
,131,2050,,
,132,2051,,
,132,2052,,
,132,2053,,
,132,2054,,
,132,2055,,
,132,2056,,
,132,2057,,
,132,2058,,
